;userId;jobId;rating
89;607804a088c498283227b621;Prácticas, becarios e internos;5.0
90;607804a088c498283227b623;Analistas y diseñadores de software;17.0
91;607804a088c498283227b623;Analistas, programadores y diseñadores Web y multimedia;22.0
92;607804a088c498283227b623;Autónomos;159.0
93;607804a088c498283227b623;Ingenieros industriales y de producción;86.0
94;607804a088c498283227b623;Profesores;27.0
95;607804a088c498283227b624;Community Manager;5.0
96;607804a088c498283227b624;Directores de cine, de teatro y afines;5.0
97;607804a088c498283227b624;Directores de publicidad y relaciones públicas;56.0
98;607804a088c498283227b625;Consultores;36.0
99;607804a088c498283227b626;Analistas y diseñadores de software;24.0
100;607804a088c498283227b626;Emprendedores;38.0
101;607804a088c498283227b627;Directores de producción y operaciones;30.0
102;607804a088c498283227b627;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);73.0
103;607804a088c498283227b627;Directores generales y presidentes ejecutivos;82.0
104;607804a088c498283227b627;Project Managers;50.0
105;607804a088c498283227b628;Directores generales y presidentes ejecutivos;108.0
106;607804a088c498283227b62a;Coordinadores;7.0
107;607804a088c498283227b62a;Directores de cine, de teatro y afines;35.0
108;607804a088c498283227b62a;coordinadores;22.0
109;607804a088c498283227b62b;Oficiales, operarios y artesanos;30.0
110;607804a088c498283227b62b;coordinadores;165.0
111;607804a088c498283227b62c;Responsables de sistemas de tecnologías de la información;14.0
112;607804a088c498283227b62d;Emprendedores;77.0
113;607804a088c498283227b62d;Escritores, periodistas y lingüistas;63.0
114;607804a088c498283227b62d;Responsables de comunicación;103.0
115;607804a088c498283227b62e;Emprendedores;321.0
116;607805b188c498283227b62f;Directores generales y presidentes ejecutivos;103.0
117;607805b188c498283227b630;Analistas y diseñadores de software;176.0
118;607805b188c498283227b631;Controladores financieros y comerciales ;25.0
119;607805b188c498283227b631;Directores financieros;84.0
120;607805b188c498283227b631;Escritores, periodistas y lingüistas;36.0
121;607805b188c498283227b634;Comerciales;15.0
122;607805b188c498283227b634;Coordinadores;11.0
123;607805b188c498283227b634;Directores de publicidad y relaciones públicas;5.0
124;607805b188c498283227b634;Emprendedores;91.0
125;607805b188c498283227b634;Organizadores de conferencias y eventos;1.0
126;607805b188c498283227b634;Profesionales de la publicidad y la comercialización;4.0
127;607805b188c498283227b635;Directores comerciales y de ventas;383.0
128;607805b188c498283227b636;Directores de producción y operaciones;80.0
129;607805b188c498283227b636;Project Managers;8.0
130;607805b188c498283227b637;Directores de producción y operaciones;50.0
131;607805b188c498283227b638;Directores financieros;161.0
132;607805b188c498283227b638;Directores generales y presidentes ejecutivos;110.0
133;607805b188c498283227b638;Especialistas en marketing digital;102.0
134;607805b188c498283227b639;Analistas;10.0
135;607805b188c498283227b639;Directores de producción y operaciones;12.0
136;607805b188c498283227b639;Project Managers;56.0
137;607805b188c498283227b63a;Controladores financieros y comerciales ;87.0
138;607805b188c498283227b63b;Analistas, programadores y diseñadores Web y multimedia;11.0
139;607805b188c498283227b63b;Autónomos;23.0
140;607805b188c498283227b63b;Escritores, periodistas y lingüistas;22.0
141;607805b188c498283227b63c;Directores de recursos humanos;140.0
142;607805b188c498283227b63d;Directores de cine, de teatro y afines;375.0
143;607805b188c498283227b63e;Asistentes de dirección y administrativos;5.0
144;607805b188c498283227b63e;Project Managers;19.0
145;607805b188c498283227b63e;Reclutadores;77.0
146;607805b188c498283227b63f;coordinadores;33.0
147;607805b188c498283227b640;Coordinadores;14.0
148;607805b188c498283227b640;Directores de producción y operaciones;54.0
149;607805b188c498283227b640;Empleados contables, administrativos y otros empleados de oficina;48.0
150;607805b188c498283227b640;Jueces, magistrados, abogados y fiscales;36.0
151;607805b188c498283227b641;Analistas financieros;14.0
152;607805b188c498283227b641;Directores generales y presidentes ejecutivos;58.0
153;607805b188c498283227b641;Emprendedores;16.0
154;607805b188c498283227b641;Especialistas en marketing digital;59.0
155;607805b188c498283227b642;Analistas, programadores y diseñadores Web y multimedia;102.0
156;607805b188c498283227b642;Directores de departamentos de contabilidad;8.0
157;607805b188c498283227b642;Especialistas en marketing digital;196.0
158;607805b188c498283227b642;Organizadores de conferencias y eventos;9.0
159;607805b188c498283227b642;Profesionales de la publicidad y la comercialización;7.0
160;607805b188c498283227b643;Project Managers;14.0
161;607805b188c498283227b643;Prácticas, becarios e internos;2.0
162;607805b188c498283227b644;Directores generales y presidentes ejecutivos;47.0
163;607805b188c498283227b644;Prácticas, becarios e internos;12.0
164;607805b188c498283227b645;Jueces, magistrados, abogados y fiscales;63.0
165;607805b188c498283227b646;Farmacéuticos;66.0
166;607805b188c498283227b646;Project Managers;6.0
167;607805b188c498283227b647;Analistas de gestión y organización;12.0
168;607805b188c498283227b647;Emprendedores;65.0
169;607805b188c498283227b648;Analistas digitales;50.0
170;607805b188c498283227b649;Analistas, programadores y diseñadores Web y multimedia;62.0
171;607805b188c498283227b64b;Directores de producción y operaciones;3.0
172;607805b188c498283227b64b;Emprendedores;48.0
173;607805b188c498283227b64c;Escritores, periodistas y lingüistas;9.0
174;607805b188c498283227b64c;Reclutadores;23.0
175;607806bb88c498283227b64d;Directores de publicidad y relaciones públicas;54.0
176;607806bb88c498283227b64e;Directores generales y presidentes ejecutivos;295.0
177;607806bb88c498283227b64f;Directores comerciales y de ventas;81.0
178;607806bb88c498283227b64f;Directores de departamentos de contabilidad;15.0
179;607806bb88c498283227b64f;Jueces, magistrados, abogados y fiscales;41.0
180;607806bb88c498283227b650;Directores de producción y operaciones;74.0
181;607806bb88c498283227b650;Directores y gerentes;62.0
182;607806bb88c498283227b651;Analistas y diseñadores de software;2.0
183;607806bb88c498283227b651;Emprendedores;7.0
184;607806bb88c498283227b652;Directores de producción y operaciones;36.0
185;607806bb88c498283227b652;Directores generales y presidentes ejecutivos;83.0
186;607806bb88c498283227b652;Emprendedores;41.0
187;607806bb88c498283227b652;Managers;18.0
188;607806bb88c498283227b653;Farmacéuticos;111.0
189;607806bb88c498283227b654;Profesores;73.0
190;607806bb88c498283227b655;Directores comerciales y de ventas;24.0
191;607806bb88c498283227b657;Directores de departamentos de contabilidad;16.0
192;607806bb88c498283227b657;Directores generales y presidentes ejecutivos;89.0
193;607806bb88c498283227b658;Investigadores;186.0
194;607806bb88c498283227b659;Directores generales y presidentes ejecutivos;90.0
195;607806bb88c498283227b65b;Coordinadores;24.0
196;607806bb88c498283227b65b;Project Managers;22.0
197;607806bb88c498283227b65c;Analistas de gestión y organización;90.0
198;607806bb88c498283227b65d;Cajeros y reponedores de comercio;2.0
199;607806bb88c498283227b65e;Profesionales de enfermería y partería;120.0
200;607806bb88c498283227b660;Analistas y diseñadores de software;58.0
201;607806bb88c498283227b660;Emprendedores;21.0
202;607806bb88c498283227b662;Administradores de sistemas;23.0
203;607806bb88c498283227b662;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);23.0
204;607806bb88c498283227b662;Project Managers;13.0
205;607806bb88c498283227b665;Empleados de logística y transporte de pasajeros y mercancías;53.0
206;607806bb88c498283227b666;Analistas y diseñadores de software;119.0
207;607806bb88c498283227b667;Analistas y diseñadores de software;57.0
208;607806bb88c498283227b667;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);73.0
209;607806bb88c498283227b668;Directores de departamentos de contabilidad;31.0
210;607806bb88c498283227b668;Especialistas en marketing digital;32.0
211;607806bb88c498283227b668;Managers;7.0
212;607806bb88c498283227b669;Administradores de sistemas;63.0
213;607807dc88c498283227b66b;Emprendedores;46.0
214;607807dc88c498283227b66b;Project Managers;12.0
215;607807dc88c498283227b66b;Responsables de producto;21.0
216;607807dc88c498283227b66e;Emprendedores;84.0
217;607807dc88c498283227b66f;Analistas de gestión y organización;12.0
218;607807dc88c498283227b66f;Reclutadores;78.0
219;607807dc88c498283227b670;Project Managers;48.0
220;607807dc88c498283227b671;Emprendedores;228.0
221;607807dc88c498283227b672;Profesores;102.0
222;607807dc88c498283227b673;Directores de producción y operaciones;154.0
223;607807dc88c498283227b675;Directores de departamentos de contabilidad;287.0
224;607807dc88c498283227b675;Escritores, periodistas y lingüistas;3.0
225;607807dc88c498283227b676;Analistas, programadores y diseñadores Web y multimedia;74.0
226;607807dc88c498283227b677;Emprendedores;39.0
227;607807dc88c498283227b678;Directores de cine, de teatro y afines;18.0
228;607807dc88c498283227b678;Directores y gerentes;97.0
229;607807dc88c498283227b678;Especialistas en contabilidad;12.0
230;607807dc88c498283227b679;Emprendedores;37.0
231;607807dc88c498283227b67a;Directores generales y presidentes ejecutivos;476.0
232;607807dc88c498283227b67b;Doctorados;70.0
233;607807dc88c498283227b67b;Emprendedores;5.0
234;607807dc88c498283227b67c;Directores de departamentos de contabilidad;6.0
235;607807dc88c498283227b67d;Analistas de gestión y organización;34.0
236;607807dc88c498283227b67d;Project Managers;62.0
237;607807dc88c498283227b67e;Directores comerciales y de ventas;44.0
238;607807dc88c498283227b67f;Directores de departamentos de contabilidad;3.0
239;607807dc88c498283227b680;Directores generales y presidentes ejecutivos;146.0
240;607807dc88c498283227b680;Formadores;52.0
241;607807dc88c498283227b681;Directores de producción y operaciones;70.0
242;607807dc88c498283227b681;Farmacéuticos;12.0
243;607807dc88c498283227b681;Profesionales de la publicidad y la comercialización;7.0
244;607807dc88c498283227b684;Especialistas en marketing digital;43.0
245;607807dc88c498283227b684;Formadores;6.0
246;607807dc88c498283227b684;Project Managers;33.0
247;607807dc88c498283227b686;Empleados de logística y transporte de pasajeros y mercancías;3.0
248;607807dc88c498283227b688;Analistas y diseñadores de software;97.0
249;607807dc88c498283227b688;Community Manager;108.0
250;607807dc88c498283227b688;Coordinadores;7.0
251;607807dc88c498283227b688;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);14.0
252;607807dc88c498283227b688;Directores generales y presidentes ejecutivos;13.0
253;6078090488c498283227b689;Farmacéuticos;47.0
254;6078090488c498283227b689;Profesores;40.0
255;6078090488c498283227b68a;Community Manager;12.0
256;6078090488c498283227b68a;Directores de publicidad y relaciones públicas;50.0
257;6078090488c498283227b68a;Escritores, periodistas y lingüistas;48.0
258;6078090488c498283227b68a;Investigadores;13.0
259;6078090488c498283227b68b;Agentes y representantes comerciales;9.0
260;6078090488c498283227b68b;Diseñadores gráficos y multimedia;39.0
261;6078090488c498283227b68b;Emprendedores;39.0
262;6078090488c498283227b68c;Analistas y diseñadores de software;83.0
263;6078090488c498283227b68c;Analistas, programadores y diseñadores Web y multimedia;6.0
264;6078090488c498283227b68c;Emprendedores;38.0
265;6078090488c498283227b68d;Analistas de gestión y organización;67.0
266;6078090488c498283227b68d;Marketing managers;8.0
267;6078090488c498283227b68d;Prácticas, becarios e internos;1.0
268;6078090488c498283227b68d;Responsables de sistemas de tecnologías de la información;10.0
269;6078090488c498283227b68e;Directores generales y presidentes ejecutivos;36.0
270;6078090488c498283227b68e;Directores y gerentes;34.0
271;6078090488c498283227b68e;Emprendedores;25.0
272;6078090488c498283227b68e;Managers;52.0
273;6078090488c498283227b68f;Directores de recursos humanos;89.0
274;6078090488c498283227b690;Directores de recursos humanos;48.0
275;6078090488c498283227b690;Técnicos de recursos humanos;181.0
276;6078090488c498283227b691;Asistentes de dirección y administrativos;34.0
277;6078090488c498283227b691;Profesionales de la publicidad y la comercialización;24.0
278;6078090488c498283227b694;Directores generales y presidentes ejecutivos;122.0
279;6078090488c498283227b695;Emprendedores;36.0
280;6078090488c498283227b697;Managers;96.0
281;6078090488c498283227b698;Analistas de gestión y organización;24.0
282;6078090488c498283227b698;Emprendedores;80.0
283;6078090488c498283227b699;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);21.0
284;6078090488c498283227b699;Ingenieros eléctricos, electrónicos y de telecomunicaciones;40.0
285;6078090488c498283227b69a;Emprendedores;46.0
286;6078090488c498283227b69c;Coordinadores;13.0
287;6078090488c498283227b69c;Escritores, periodistas y lingüistas;29.0
288;6078090488c498283227b69c;Responsables de comunicación;4.0
289;6078090488c498283227b69d;Técnicos de recursos humanos;69.0
290;6078090488c498283227b69e;Analistas de gestión y organización;26.0
291;6078090488c498283227b69e;Directores comerciales y de ventas;11.0
292;6078090488c498283227b69e;Directores de producción y operaciones;82.0
293;6078090488c498283227b69e;Directores generales y presidentes ejecutivos;276.0
294;6078090488c498283227b69f;Directores de publicidad y relaciones públicas;11.0
295;6078090488c498283227b6a0;Asociados;53.0
296;6078090488c498283227b6a0;Prácticas, becarios e internos;1.0
297;6078090488c498283227b6a1;Project Managers;60.0
298;6078090488c498283227b6a5;Emprendedores;130.0
299;6078090488c498283227b6a5;Profesores;4.0
300;6078090488c498283227b6a6;Jueces, magistrados, abogados y fiscales;4.0
301;60780a0088c498283227b6a7;Productores de cine, radio y televisión;111.0
302;60780a0088c498283227b6a9;Consultores de sistemas;23.0
303;60780a0088c498283227b6a9;Directores comerciales y de ventas;11.0
304;60780a0088c498283227b6a9;Directores de departamentos de contabilidad;40.0
305;60780a0088c498283227b6a9;Ingenieros eléctricos, electrónicos y de telecomunicaciones;5.0
306;60780a0088c498283227b6a9;Profesores;37.0
307;60780a0088c498283227b6aa;Emprendedores;18.0
308;60780a0088c498283227b6aa;Managers;29.0
309;60780a0088c498283227b6ab;Directores generales y presidentes ejecutivos;120.0
310;60780a0088c498283227b6ad;Directores comerciales y de ventas;104.0
311;60780a0088c498283227b6ad;Especialistas en contabilidad;32.0
312;60780a0088c498283227b6ae;Managers;89.0
313;60780a0088c498283227b6b1;Analistas digitales;17.0
314;60780a0088c498283227b6b1;Analistas y diseñadores de software;46.0
315;60780a0088c498283227b6b1;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);53.0
316;60780a0088c498283227b6b7;Prácticas, becarios e internos;3.0
317;60780a0088c498283227b6b9;Analistas digitales;30.0
318;60780a0088c498283227b6ba;Directores de departamentos de contabilidad;4.0
319;60780a0088c498283227b6ba;Emprendedores;66.0
320;60780a0088c498283227b6bb;Analistas, programadores y diseñadores Web y multimedia;11.0
321;60780a0088c498283227b6bc;Fotógrafos;363.0
322;60780a0088c498283227b6bd;Directores generales y presidentes ejecutivos;128.0
323;60780a0088c498283227b6be;Analistas y diseñadores de software;39.0
324;60780a0088c498283227b6be;Directores de producción y operaciones;71.0
325;60780a0088c498283227b6bf;Analistas y diseñadores de software;47.0
326;60780a0088c498283227b6bf;Coordinadores;56.0
327;60780a0088c498283227b6bf;Directores de servicios de tecnologías de la información y las comunicaciones (TIC);37.0
328;60780a0088c498283227b6bf;Directores generales y presidentes ejecutivos;125.0
329;60780a0088c498283227b6bf;Emprendedores;142.0
330;60780a0088c498283227b6bf;Estudiantes de doctorado;36.0
331;60780a0088c498283227b6c0;Analistas, programadores y diseñadores Web y multimedia;5.0
332;60780a0088c498283227b6c0;Marketing managers;5.0
333;60780a0088c498283227b6c0;coordinadores;5.0
334;60780a0088c498283227b6c1;Coordinadores;21.0
335;60780a0088c498283227b6c2;Coordinadores;3.0
336;60780a0088c498283227b6c2;Formadores;28.0
337;60780a0088c498283227b6c2;coordinadores;27.0
338;60780a0088c498283227b6c4;Consultores;18.0
339;60780a0088c498283227b6c4;Reclutadores;8.0
340;60780b5788c498283227b6c5;Directores generales y presidentes ejecutivos;46.0
341;60780b5788c498283227b6c5;Emprendedores;179.0
342;60780b5788c498283227b6c5;Prácticas, becarios e internos;2.0
343;60780b5788c498283227b6c6;Directores generales y presidentes ejecutivos;159.0
344;60780b5788c498283227b6c7;Analistas, programadores y diseñadores Web y multimedia;31.0
345;60780b5788c498283227b6c7;Project Managers;8.0
346;60780b5788c498283227b6c9;Biólogos;16.0
347;60780b5788c498283227b6c9;Emprendedores;54.0
348;60780b5788c498283227b6c9;Investigadores;19.0
349;60780b5788c498283227b6ca;Coordinadores;13.0
350;60780b5788c498283227b6ca;Recepcionistas;31.0
351;60780b5788c498283227b6cb;Directores de producción y operaciones;53.0
352;60780b5788c498283227b6cb;Directores generales y presidentes ejecutivos;49.0
353;60780b5788c498283227b6cb;Emprendedores;106.0
354;60780b5788c498283227b6cc;Analistas y diseñadores de software;30.0
355;60780b5788c498283227b6cc;Emprendedores;21.0
356;60780b5788c498283227b6cc;Investigadores;7.0
357;60780b5788c498283227b6cc;Project Managers;23.0
358;60780b5788c498283227b6cd;Emprendedores;32.0
359;60780b5788c498283227b6cd;Project Managers;4.0
360;60780b5788c498283227b6ce;Directores generales y presidentes ejecutivos;108.0
361;60780b5788c498283227b6d0;científicos e ingenieros de Investigación y Desarrollo;26.0
362;60780b5788c498283227b6d1;Azafatos de información;4.0
363;60780b5788c498283227b6d1;Managers;18.0
364;60780b5788c498283227b6d1;Monitores de actividades recreativas y de entretenimiento;28.0
365;60780b5788c498283227b6d1;Organizadores de conferencias y eventos;104.0
366;60780b5788c498283227b6d2;Analistas de gestión y organización;45.0
367;60780b5788c498283227b6d2;Directores financieros;67.0
368;60780b5788c498283227b6d3;Analistas de gestión y organización;53.0
369;60780b5788c498283227b6d4;Directores de publicidad y relaciones públicas;13.0
370;60780b5788c498283227b6d4;Emprendedores;87.0
371;60780b5788c498283227b6d4;Especialistas en marketing digital;36.0
372;60780b5788c498283227b6d4;Responsables de comunicación;6.0
373;60780b5788c498283227b6d5;Emprendedores;153.0
374;60780b5788c498283227b6d7;Analistas y diseñadores de software;8.0
375;60780b5788c498283227b6d8;Emprendedores;13.0
376;60780b5788c498283227b6d8;Marketing managers;11.0
377;60780b5788c498283227b6d8;Prácticas, becarios e internos;2.0
378;60780b5788c498283227b6d9;Asociados;36.0
379;60780b5788c498283227b6d9;Coordinadores;12.0
380;60780b5788c498283227b6d9;Emprendedores;36.0
381;60780b5788c498283227b6d9;Organizadores de conferencias y eventos;171.0
382;60780b5788c498283227b6d9;Profesores;171.0
383;60780b5788c498283227b6db;Analistas y diseñadores de software;118.0
384;60780b5788c498283227b6dd;Administradores de sistemas;168.0
385;60780b5788c498283227b6df;Reclutadores;35.0
386;60780b5788c498283227b6e0;Consultores y coaching;11.0
387;60780b5788c498283227b6e0;Project Managers;13.0
388;60780b5788c498283227b6e1;Directores generales y presidentes ejecutivos;65.0
389;60780b5788c498283227b6e1;Real estates;69.0
390;60780b5788c498283227b6e2;Empleados de centro de información y atención al cliente;6.0
391;60780b5788c498283227b6e2;Formadores;55.0
392;60780c7488c498283227b6e3;Analistas de gestión y organización;36.0
393;60780c7488c498283227b6e3;Controladores financieros y comerciales ;38.0
394;60780c7488c498283227b6e4;Project Managers;38.0
395;60780c7488c498283227b6e5;Directores de publicidad y relaciones públicas;12.0
396;60780c7488c498283227b6e5;Project Managers;24.0
397;60780c7488c498283227b6e5;Responsables de producto;12.0
398;60780c7488c498283227b6e6;Directores de cine, de teatro y afines;61.0
399;60780c7488c498283227b6e6;Diseñadores gráficos y multimedia;48.0
400;60780c7488c498283227b6e6;Emprendedores;93.0
401;60780c7488c498283227b6e6;Profesores;180.0
402;60780c7488c498283227b6e7;Consultores;12.0
403;60780c7488c498283227b6e9;Coordinadores;12.0
404;60780c7488c498283227b6e9;Reclutadores;21.0
405;60780c7488c498283227b6e9;coordinadores;37.0
406;60780c7488c498283227b6ea;Analistas y diseñadores de software;51.0
407;60780c7488c498283227b6ea;Analistas, programadores y diseñadores Web y multimedia;5.0
408;60780c7488c498283227b6eb;Especialistas en marketing digital;315.0
409;60780c7488c498283227b6ed;Directores de publicidad y relaciones públicas;92.0
410;60780c7488c498283227b6ed;Empleados de logística y transporte de pasajeros y mercancías;25.0
411;60780c7488c498283227b6ed;Emprendedores;52.0
412;60780c7488c498283227b6ee;Directores de publicidad y relaciones públicas;32.0
413;60780c7488c498283227b6ee;Emprendedores;120.0
414;60780c7488c498283227b6f1;Profesores;387.0
415;60780c7488c498283227b6f2;Empleados de logística y transporte de pasajeros y mercancías;48.0
416;60780c7488c498283227b6f5;Analistas digitales;7.0
417;60780c7488c498283227b6f5;Analistas, programadores y diseñadores Web y multimedia;14.0
418;60780c7488c498283227b6f5;Empleados de logística y transporte de pasajeros y mercancías;26.0
419;60780c7488c498283227b6f6;Directores generales y presidentes ejecutivos;48.0
420;60780c7488c498283227b6f6;Project Managers;51.0
421;60780c7488c498283227b6f7;Analistas de gestión y organización;112.0
422;60780c7488c498283227b6f7;Directores generales y presidentes ejecutivos;99.0
423;60780c7488c498283227b6f9;Profesionales de la publicidad y la comercialización;48.0
424;60780c7488c498283227b6fa;Emprendedores;116.0
425;60780c7488c498283227b6fa;Profesores;88.0
426;60780da788c498283227b701;Project Managers;105.0
427;60780da788c498283227b702;Escritores, periodistas y lingüistas;35.0
428;60780da788c498283227b703;Ingenieros de proyecto;18.0
429;60780da788c498283227b703;Project Managers;84.0
430;60780da788c498283227b703;coordinadores;61.0
431;60780da788c498283227b704;Agentes y representantes comerciales;8.0
432;60780da788c498283227b705;Directores de departamentos de contabilidad;3.0
433;60780da788c498283227b705;Marketing managers;33.0
434;60780da788c498283227b706;Especialistas en marketing digital;35.0
435;60780da788c498283227b707;Analistas de gestión y organización;41.0
436;60780da788c498283227b707;Consultores de sistemas;24.0
437;60780da788c498283227b708;Analistas, programadores y diseñadores Web y multimedia;11.0
438;60780da788c498283227b708;Especialistas en marketing digital;55.0
439;60780da788c498283227b708;Marketing managers;24.0
440;60780da788c498283227b70a;Escritores, periodistas y lingüistas;69.0
441;60780da788c498283227b70a;coordinadores;43.0
442;60780da788c498283227b70b;Directores generales y presidentes ejecutivos;120.0
443;60780da788c498283227b70b;Emprendedores;73.0
444;60780da788c498283227b70c;Analistas de gestión y organización;18.0
445;60780da788c498283227b70c;Prácticas, becarios e internos;3.0
446;60780da788c498283227b70d;Directores generales y presidentes ejecutivos;6.0
447;60780da788c498283227b70d;Emprendedores;24.0
448;60780da788c498283227b70d;Profesores;48.0
449;60780da788c498283227b70d;Project Managers;6.0
450;60780da788c498283227b70e;Coordinadores;11.0
451;60780da788c498283227b70f;coordinadores;131.0
452;60780da788c498283227b711;Diseñadores gráficos y multimedia;24.0
453;60780da788c498283227b711;Emprendedores;42.0
454;60780da788c498283227b712;Directores de publicidad y relaciones públicas;27.0
455;60780da788c498283227b712;Marketing managers;69.0
